2016-Jul-02 21:41:31,EnergyPlus Completed Successfully-- 25 Warning; 1 Severe Errors; Elapsed Time=00hr 00min 28.21sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.tab,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.html,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-02 21:47:51,EnergyPlus Completed Successfully-- 25 Warning; 1 Severe Errors; Elapsed Time=00hr 00min 28.30sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.tab,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.html,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-02 23:05:00,EnergyPlus Completed Successfully-- 26 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  6.85sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.xml,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-02 23:07:48,EnergyPlus Completed Successfully-- 26 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  6.80sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.xml,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-02 23:31:29,EnergyPlus Completed Successfully-- 25 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  7.02sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.xml,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-02 23:32:37,EnergyPlus Completed Successfully-- 25 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  6.76sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.xml,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-02 23:34:09,EnergyPlus Completed Successfully-- 25 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  5.91sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.xml,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-02 23:35:53,EnergyPlus Completed Successfully-- 25 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  5.75sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.xml,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-02 23:58:37, EnergyPlus Terminated--Fatal Error Detected. 1 Warning; 2 Severe Errors; Elapsed Time=00hr 00min  0.96sec,C:\Users\LMH\Desktop\elementABS.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\elementABS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\elementABS.audit,,,,,,,,,,C:\Users\LMH\Desktop\elementABS.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\elementABS.err,,
2016-Jul-02 23:58:57,EnergyPlus Completed Successfully-- 25 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  5.51sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.xml,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-03 00:00:09,EnergyPlus Completed Successfully-- 25 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  5.53sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.xml,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-03 00:00:52,EnergyPlus Completed Successfully-- 25 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  5.40sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.xml,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-04 01:31:11,EnergyPlus Completed Successfully-- 25 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  8.06sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.xml,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-04 01:37:20,EnergyPlus Completed Successfully-- 25 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  8.03sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.xml,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-04 01:44:20, EnergyPlus Terminated--Fatal Error Detected. 6 Warning; 2 Severe Errors; Elapsed Time=00hr 00min  1.17sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryMeter.csv,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtr,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-04 01:45:26, EnergyPlus Terminated--Fatal Error Detected. 6 Warning; 2 Severe Errors; Elapsed Time=00hr 00min  1.19sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryMeter.csv,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtr,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-04 01:45:38, EnergyPlus Terminated--Fatal Error Detected. 6 Warning; 2 Severe Errors; Elapsed Time=00hr 00min  1.16sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryMeter.csv,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtr,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-04 01:47:29, EnergyPlus Terminated--Fatal Error Detected. 6 Warning; 4 Severe Errors; Elapsed Time=00hr 00min  1.16sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryMeter.csv,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtr,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-04 01:49:42, EnergyPlus Terminated--Fatal Error Detected. 6 Warning; 2 Severe Errors; Elapsed Time=00hr 00min  1.17sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryMeter.csv,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtr,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
2016-Jul-04 01:53:25,,C:\Users\LMH\Desktop\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\Munlaeelementary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Jul-04 01:55:46,EnergyPlus Completed Successfully-- 25 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  7.62sec,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.idf,C:\EnergyPlusV8-1-0\WeatherData\KOR_Inchon.471120_IWEC.epw,C:\Users\LMH\Desktop\python optimization\Munlaeelementary,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\MunlaeelementaryTable.xml,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mdd,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eio,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.svg,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.dxf,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.mtd,,,,,,,,,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.shd,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.audit,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.bnd,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.eso,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.rvaudit,,,,,,,,,,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.err,C:\Users\LMH\Desktop\python optimization\Munlaeelementary.csv,
